"","velocidad_recomendada","severidad","fatales","festivos","iluminación","lesiones_menores","carretera","lesiones_graves","limite_velocidad","clima"
"6631",75,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",1,100,"Buen clima"
"6658",80,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"6659",75,"Accidente leve",0,"Navidad y Año Nuevo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"6665",35,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"6681",65,"Accidente grave",0,"No festivo","Soleado",3,"Asfalto",2,100,"Buen clima"
"6701",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"6732",30,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,50,"Buen clima"
"6736",70,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"6827",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"6838",30,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Sin Asfalto",0,100,"Buen clima"
"6845",45,"Accidente grave",0,"No festivo","Nublado",2,"Asfalto",1,100,"Lluvia ligera"
"6886",40,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,50,"Buen clima"
"6887",75,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"6896",55,"Accidente grave",0,"No festivo","Oscuro",1,"Asfalto",2,100,"Lluvia intensa"
"6936",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"6951",25,"Accidente leve",0,"No festivo","Oscuro",2,"Asfalto",0,100,"Lluvia ligera"
"7006",15,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"7009",75,"Accidente leve",0,"No festivo","Soleado",2,"Asfalto",0,100,"Buen clima"
"7020",40,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"7047",80,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"7055",75,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",2,100,"Buen clima"
"7097",90,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"7158",35,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"7168",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"7243",55,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"7245",85,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Lluvia ligera"
"7255",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"7323",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"7337",25,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"7399",20,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"7446",75,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Nieve"
"7453",20,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"7475",55,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"7520",40,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,50,"Lluvia ligera"
"7584",40,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"7636",70,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia intensa"
"7710",35,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Sin Asfalto",0,100,"Buen clima"
"7742",65,"Accidente sin lesiones",0,"No festivo","Amanecer o atardecer",0,"Asfalto",0,100,"Buen clima"
"7756",55,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"7760",85,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"7793",70,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,80,"Buen clima"
"7872",30,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"7897",40,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia intensa"
"7956",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"7972",45,"Accidente sin lesiones",0,"No festivo","Amanecer o atardecer",0,"Asfalto",0,50,"Buen clima"
"8020",75,"Accidente fatal",1,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"8024",65,"Accidente sin lesiones",0,"No festivo","Amanecer o atardecer",0,"Asfalto",0,100,"Buen clima"
"8061",65,"Accidente leve",0,"No festivo","Nublado",2,"Asfalto",0,100,"Lluvia ligera"
"8123",25,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"8125",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"8145",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"8150",30,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,50,"Buen clima"
"8153",55,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"8212",50,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"8216",65,"Accidente grave",0,"No festivo","Oscuro",0,"Asfalto",2,100,"Lluvia intensa"
"8243",85,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"8271",45,"Accidente fatal",1,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"8291",50,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,60,"Lluvia ligera"
"8376",75,"Accidente fatal",1,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"8385",75,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"8425",60,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"8426",60,"Accidente leve",0,"No festivo","Soleado",1,"Sin Asfalto",0,100,"Buen clima"
"8429",65,"Accidente grave",0,"No festivo","Nublado",1,"Asfalto",1,100,"Buen clima"
"8433",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"8509",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"8538",30,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Lluvia intensa"
"8541",90,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Lluvia ligera"
"8547",30,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Sin Asfalto",0,100,"Buen clima"
"8579",40,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,50,"Buen clima"
"8595",75,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"8605",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"8631",80,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",1,100,"Buen clima"
"8679",90,"Accidente grave",0,"No festivo","Soleado",2,"Asfalto",1,100,"Buen clima"
"8837",65,"Accidente grave",0,"No festivo","Oscuro",0,"Asfalto",1,100,"Buen clima"
"8845",40,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"8865",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"8876",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Niebla"
"8923",90,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"8938",80,"Accidente sin lesiones",0,"No festivo","Amanecer o atardecer",0,"Asfalto",0,100,"Lluvia ligera"
"8942",30,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"8948",65,"Accidente sin lesiones",0,"Cumpleaños de la Reina","Oscuro",0,"Asfalto",0,70,"Buen clima"
"8970",70,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"9004",30,"Accidente grave",0,"No festivo","Oscuro",0,"Asfalto",1,50,"Lluvia intensa"
"9015",40,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"9031",60,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Niebla"
"9058",70,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"9079",50,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"9081",85,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Lluvia ligera"
"9086",30,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Sin Asfalto",0,100,"Buen clima"
"9113",65,"Accidente grave",0,"No festivo","Oscuro",1,"Asfalto",1,70,"Lluvia ligera"
"9114",30,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"9175",75,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"9227",80,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"9253",55,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"9254",25,"Accidente sin lesiones",0,"Pascua","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"9269",85,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"9357",20,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,50,"Lluvia ligera"
"9367",50,"Accidente sin lesiones",0,"Fin de semana del Trabajo","Nublado",0,"Sin Asfalto",0,100,"Buen clima"
"9396",40,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia intensa"
"9416",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"9433",35,"Accidente leve",0,"No festivo","Nublado",2,"Asfalto",0,100,"Lluvia ligera"
"9448",75,"Accidente grave",0,"No festivo","Nublado",0,"Asfalto",1,100,"Lluvia ligera"
"9517",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"9566",55,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",1,100,"Buen clima"
"9577",45,"Accidente leve",0,"No festivo","Soleado",5,"Asfalto",0,100,"Niebla"
"9626",80,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"9646",15,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Lluvia ligera"
"9657",85,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"9667",70,"Accidente leve",0,"No festivo","Oscuro",1,"Sin Asfalto",0,100,"Buen clima"
"9682",50,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"9683",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"9690",40,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Buen clima"
"9704",65,"Accidente leve",0,"No festivo","Nublado",3,"Asfalto",0,100,"Buen clima"
"9745",15,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"9792",55,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"9845",75,"Accidente grave",0,"No festivo","Nublado",2,"Asfalto",4,100,"Lluvia ligera"
"9872",20,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"9919",65,"Accidente leve",0,"No festivo","Soleado",2,"Asfalto",0,100,"Buen clima"
"9926",70,"Accidente sin lesiones",0,"Navidad y Año Nuevo","Amanecer o atardecer",0,"Sin Asfalto",0,100,"Buen clima"
"9972",75,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"10017",30,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"10029",65,"Accidente grave",0,"No festivo","Oscuro",0,"Asfalto",1,100,"Lluvia ligera"
"10042",75,"Accidente grave",0,"No festivo","Nublado",0,"Asfalto",2,100,"Lluvia ligera"
"10082",85,"Accidente sin lesiones",0,"Navidad y Año Nuevo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"10128",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"10145",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"10164",75,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"10166",85,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"10181",25,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Lluvia ligera"
"10197",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"10208",35,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"10216",65,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"10266",55,"Accidente fatal",2,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"10321",20,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Buen clima"
"10344",80,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"10389",45,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"10475",40,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"10497",45,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",1,100,"Buen clima"
"10592",55,"Accidente grave",0,"No festivo","Oscuro",0,"Asfalto",1,100,"Lluvia ligera"
"10613",40,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"10622",45,"Accidente grave",0,"No festivo","Nublado",0,"Asfalto",1,100,"Lluvia ligera"
"10628",30,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Buen clima"
"10666",80,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"10684",30,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"10706",45,"Accidente sin lesiones",0,"Cumpleaños de la Reina","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"10754",25,"Accidente leve",0,"No festivo","Nublado",2,"Asfalto",0,100,"Lluvia ligera"
"10782",75,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"10806",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,70,"Lluvia ligera"
"10839",25,"Accidente leve",0,"Navidad y Año Nuevo","Amanecer o atardecer",2,"Asfalto",0,100,"Buen clima"
"10844",65,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"10887",55,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"10920",90,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"10931",25,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"10933",80,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"10947",35,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,80,"Buen clima"
"10969",85,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"10991",75,"Accidente grave",0,"No festivo","Soleado",1,"Asfalto",1,100,"Buen clima"
"10999",65,"Accidente leve",0,"No festivo","Soleado",4,"Asfalto",0,100,"Buen clima"
"11069",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"11092",65,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"11106",65,"Accidente grave",0,"No festivo","Nublado",0,"Asfalto",1,100,"Lluvia intensa"
"11108",45,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"11138",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia intensa"
"11185",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"11186",35,"Accidente leve",0,"Navidad y Año Nuevo","Soleado",1,"Asfalto",0,70,"Buen clima"
"11206",25,"Accidente leve",0,"No festivo","Nublado",3,"Asfalto",0,100,"Lluvia ligera"
"11208",30,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,50,"Buen clima"
"11251",40,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"11264",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"11293",35,"Accidente leve",0,"Navidad y Año Nuevo","Soleado",3,"Asfalto",0,100,"Buen clima"
"11363",50,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,70,"Buen clima"
"11435",30,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Lluvia ligera"
"11452",30,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"11475",75,"Accidente leve",0,"No festivo","Soleado",2,"Asfalto",0,100,"Buen clima"
"11482",55,"Accidente grave",0,"No festivo","Soleado",1,"Asfalto",2,100,"Buen clima"
"11494",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"11496",15,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"11503",65,"Accidente leve",0,"Navidad y Año Nuevo","Soleado",2,"Asfalto",0,100,"Buen clima"
"11524",80,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"11535",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Niebla"
"11537",70,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,80,"Buen clima"
"11553",65,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,80,"Buen clima"
"11564",30,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia intensa"
"11582",75,"Accidente leve",0,"Navidad y Año Nuevo","Nublado",1,"Asfalto",0,100,"Lluvia intensa"
"11610",65,"Accidente fatal",1,"No festivo","Oscuro",0,"Asfalto",1,100,"Lluvia ligera"
"11619",45,"Accidente leve",0,"No festivo","Nublado",5,"Asfalto",0,100,"Lluvia ligera"
"11629",85,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Niebla"
"11677",40,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"11709",60,"Accidente sin lesiones",0,"Navidad y Año Nuevo","Soleado",0,"Asfalto",0,100,"Buen clima"
"11720",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"11744",35,"Accidente sin lesiones",0,"No festivo","Amanecer o atardecer",0,"Asfalto",0,70,"Buen clima"
"11747",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"11793",85,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Lluvia ligera"
"11819",80,"Accidente sin lesiones",0,"Cumpleaños de la Reina","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"11823",80,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"11827",85,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"11861",55,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Niebla"
"11918",85,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"11933",50,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"11934",30,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Buen clima"
"11944",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"12009",45,"Accidente leve",0,"No festivo","Soleado",3,"Asfalto",0,70,"Buen clima"
"12013",35,"Accidente leve",0,"Navidad y Año Nuevo","Oscuro",3,"Sin Asfalto",0,100,"Lluvia ligera"
"12014",75,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"12015",40,"Accidente grave",0,"No festivo","Oscuro",0,"Asfalto",1,50,"Buen clima"
"12019",55,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"12053",55,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Lluvia intensa"
"12087",80,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"12117",45,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"12134",25,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"12169",35,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"12199",30,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"12217",60,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"12290",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Niebla"
"12320",80,"Accidente grave",0,"No festivo","Oscuro",0,"Asfalto",1,100,"Lluvia ligera"
"12322",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"12350",75,"Accidente leve",0,"No festivo","Soleado",2,"Asfalto",0,100,"Buen clima"
"12369",45,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"12418",20,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"12450",30,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"12465",45,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"12499",75,"Accidente leve",0,"No festivo","Nublado",2,"Asfalto",0,100,"Lluvia ligera"
"12508",30,"Accidente leve",0,"No festivo","Soleado",1,"Sin Asfalto",0,100,"Buen clima"
"12514",30,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,50,"Lluvia ligera"
"12529",25,"Accidente sin lesiones",0,"Navidad y Año Nuevo","Soleado",0,"Asfalto",0,50,"Buen clima"
"12546",90,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Niebla"
"12587",65,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"12598",85,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"12614",80,"Accidente sin lesiones",0,"Cumpleaños de la Reina","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"12632",85,"Accidente fatal",1,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia intensa"
"12648",80,"Accidente leve",0,"No festivo","Oscuro",3,"Asfalto",0,100,"Buen clima"
"12659",25,"Accidente sin lesiones",0,"Pascua","Amanecer o atardecer",0,"Asfalto",0,50,"Lluvia intensa"
"12664",30,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"12669",30,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,50,"Buen clima"
"12677",85,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Lluvia intensa"
"12795",80,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"12797",45,"Accidente grave",0,"No festivo","Nublado",2,"Asfalto",1,100,"Buen clima"
